ID1,ID,Extra,Date,Yesterday,Year,Start_Time,End_Time,Hatchery,Observer_Initials,ReleaseToday,Release Data,ReleaseYesterday,Cloud_Cover,Precip,Wind,Num_SeaLions,Num_HarborSeals,Num_HarborPorpoises,Num_KillerWhales,Num_SeaOtters,Num_River_Otters,Num_Mink,Num_Gulls,Num_Eagles,Num_Sea Birds,Num_PredatoryFish,Others,Uncertain,Species_MinMaxBest,Num_Skiff,Num_Pleasure,Num_CommercialFishing,Num_CruiseShipFerry,Whale_Behavior,Barrier,Num_MnHatchery,MnHatchery_MinMaxBest,Num_MnArea,MnArea_MinMaxBest,When_whales_noticed,Last_Time_Seen,Why_observation_ended,noticed during obs period,during obs period?,total time,Comments,Human_Activity,Entered_By,Tide_Direction,Tidal_Amplitude,Min_After_Change,Feed_in_the_area
1345,,,5/3/2012,5/2/2012,2012,15:00:00,15:15:00,Takatz,JE,,,,Partly Cloudy,None,No Wind,0,0,0,,0,0,0,5,0,3,0,0,0,,0,0,1,0,No Whales,No Barrier,0,,0,,,,,,,,,"1 tender off-loading feed, 4 people off-loading feed. 1 person working on net pents",MS,Not ENTERED,,,
1346,,,5/4/2012,5/3/2012,2012,10:00:00,10:15:00,Takatz,JE,,,,Partly Cloudy,None,Breezy,0,0,0,,0,0,0,3,0,5,0,0,0,,0,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,2 people,MS,Not ENTERED,,,
1347,,,5/4/2012,5/3/2012,2012,15:00:00,15:15:00,Takatz,JE,,,,Partly Cloudy,None,Breezy,0,0,0,,0,0,0,7,1,2,0,0,0,,0,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,2 people working on net pens,MS,Not ENTERED,,,
1348,,,5/5/2012,5/4/2012,2012,10:00:00,10:15:00,Takatz,JE,,,,Overcast,None,No Wind,0,0,0,,0,0,0,5,0,3,0,0,0,,0,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,2 people working on net pens,MS,Not ENTERED,,,
1349,,,5/5/2012,5/4/2012,2012,15:00:00,15:15:00,Takatz,JE,,,,Partly Cloudy,None,Breezy,0,0,0,,0,0,0,9,0,2,0,0,0,,0,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,2 people working on net pens,MS,Not ENTERED,,,
1350,,,5/6/2012,5/5/2012,2012,10:00:00,10:15:00,Takatz,JE,,,,Overcast,Rain,Windy,0,0,0,,0,0,0,0,0,2,0,0,0,,0,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,2 people working on net pens,MS,Not ENTERED,,,
1351,,,5/6/2012,5/5/2012,2012,15:00:00,15:15:00,Takatz,JE,,,,Overcast,Rain,Breezy,0,0,0,,0,0,0,3,1,3,0,0,0,,0,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,2 people working on net pens,MS,Not ENTERED,,,
1352,,,5/7/2012,5/6/2012,2012,10:00:00,10:15:00,Takatz,JE,,,,Overcast,Rain,No Wind,0,0,0,,0,0,0,0,0,3,0,0,0,,0,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,2 people working on net pens,MS,Not ENTERED,,,
1353,,,5/7/2012,5/6/2012,2012,3:00:00,15:15:00,Takatz,Not Noted,,,,Not Noted,Not Noted,Not Noted,,,,,,,,,,,,Not ENTERED,Not ENTERED,,,,,,Not noted,Not noted,,0,0,,,,,,,,,,MS,Not ENTERED,,,
1354,,,5/8/2012,5/7/2012,2012,10:00:00,10:15:00,Takatz,JE,,,,Overcast,None,Breezy,0,0,0,,0,0,0,0,1,3,0,0,0,,0,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,2 people working on net pens,MS,Not ENTERED,,,
1356,,,5/8/2012,5/7/2012,2012,15:00:00,15:15:00,Takatz,JE,,,,Overcast,Rain,Breezy,0,0,0,,0,0,0,5,1,2,0,0,0,,0,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,2 people working on net pens,MS,Not ENTERED,,,
1357,,,5/9/2012,5/8/2012,2012,10:00:00,10:15:00,Takatz,JE,,,,Sunny,None,No Wind,0,1,0,,0,0,0,1,1,5,0,0,0,,0,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,2 people working on net pens,MS,Not ENTERED,,,
1358,,,5/9/2012,5/8/2012,2012,15:00:00,15:15:00,Takatz,JE,,,,Partly Cloudy,None,Breezy,0,0,0,,0,0,0,7,1,3,0,0,0,,0,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,2 people working on net pens,MS,Not ENTERED,,,
1359,,,5/10/2012,5/9/2012,2012,15:00:00,15:15:00,Takatz,BP,,,,Partly Cloudy,Fog,Breezy,0,0,0,,0,0,0,5,2,2,0,0,0,,1,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,Fish feeding/morting,MS,Not ENTERED,,,
1360,,,5/10/2012,5/9/2012,2012,10:00:00,10:15:00,Takatz,BP,,,,Partly Cloudy,Fog,No Wind,0,0,0,,0,0,0,2,2,2,0,0,0,,1,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,fish feeding/morting,MS,Not ENTERED,,,
1361,,,5/11/2012,5/10/2012,2012,10:00:00,10:15:00,Takatz,BP,,,,Overcast,Rain,Breezy,0,0,0,,0,0,0,0,0,7,0,0,0,,1,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,fish feeding/morting,MS,Not ENTERED,,,
1362,,,5/11/2012,5/10/2012,2012,15:00:00,15:15:00,Takatz,BP,,,,Overcast,Rain,Windy,0,0,0,,0,0,0,6,1,2,0,0,0,,1,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,fish feeding/morting,MS,Not ENTERED,,,
1363,,,5/12/2012,5/11/2012,2012,10:00:00,10:15:00,Takatz,JE,,,,Overcast,Rain,Windy,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,2 people feeding on net pens,MS,Not ENTERED,,,
1364,,,5/12/2012,5/11/2012,2012,15:00:00,15:15:00,Takatz,JE,,,,Overcast,Rain,Windy,0,0,0,,0,2,0,0,0,0,0,0,0,,0,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,2 people working on net pens,MS,Not ENTERED,,,
1365,,,5/13/2012,5/12/2012,2012,10:00:00,10:15:00,Takatz,JE,,,,Sunny,None,No Wind,0,0,0,,0,0,0,10,1,3,0,0,0,,0,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,2 people working on net pens,MS,Not ENTERED,,,
1366,,,5/13/2012,5/12/2012,2012,15:00:00,15:15:00,Takatz,Not Noted,,,,Partly Cloudy,None,Breezy,0,0,0,,0,0,0,12,1,1,0,0,0,,0,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,2 people working on net pens,MS,Not ENTERED,,,
1367,,,5/14/2012,5/13/2012,2012,10:00:00,10:15:00,Takatz,JE,,,,Partly Cloudy,None,Breezy,0,0,0,,0,0,0,4,1,2,0,0,0,,0,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,2 people working on net pens,MS,Not ENTERED,,,
1368,,,5/14/2012,5/13/2012,2012,15:00:00,15:15:00,Takatz,JE,,,,Partly Cloudy,None,Breezy,0,0,0,,0,0,0,7,1,1,0,0,0,,0,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,2 people working on net pens,MS,Not ENTERED,,,
1369,,,5/15/2012,5/14/2012,2012,10:00:00,10:15:00,Takatz,JE,,,,Overcast,None,Breezy,0,0,0,,0,0,0,4,1,1,0,0,0,,0,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,2 people working on net pens,MS,Not ENTERED,,,
1370,,,5/15/2012,5/14/2012,2012,15:00:00,15:15:00,Takatz,JE,,,,Sunny,None,No Wind,0,0,0,,0,2,0,5,1,2,1,0,0,,0,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,2 people working on net pens,MS,Not ENTERED,,,
1371,,,5/16/2012,5/15/2012,2012,10:00:00,10:15:00,Takatz,JE,,,,Overcast,Fog,No Wind,0,0,0,,0,0,0,0,1,0,0,0,0,,0,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,2 people working on net pens,MS,Not ENTERED,,,
1372,,,5/16/2012,5/15/2012,2012,15:00:00,15:15:00,Takatz,JE,,,,Partly Cloudy,None,Breezy,0,0,0,,0,0,0,3,0,2,0,0,0,,0,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,4 people working on net pens,MS,Not ENTERED,,,
1355,,,5/17/2012,5/16/2012,2012,10:00:00,10:15:00,Takatz,BP,,,,Sunny,None,Breezy,0,0,0,,0,0,0,2,1,2,0,0,0,,1,1,0,0,No Whales,No Barrier,0,,0,,,,,,,,,"Fish feeding, morting",MS,Not ENTERED,,,
1373,,,5/17/2012,5/16/2012,2012,15:00:00,15:15:00,Takatz,BP,,,,Sunny,None,Breezy,0,0,0,,0,0,0,2,0,0,0,0,0,,1,0,1,0,No Whales,No Barrier,0,,0,,,,,,,,,Fish feeding/morting,MS,Not ENTERED,,,
1374,,,5/18/2012,5/17/2012,2012,9:00:00,9:15:00,Takatz,JAM,,,,Overcast,None,No Wind,0,0,0,,0,0,0,0,0,0,0,0,0,,1,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,Feeding fish,MS,Not ENTERED,,,
1375,,,5/18/2012,5/17/2012,2012,15:00:00,15:15:00,Takatz,JE,,,,Partly Cloudy,None,Breezy,0,0,0,,0,0,0,3,1,2,0,0,0,,0,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,4 people working on net pens,MS,Not ENTERED,,,
1376,,,5/19/2012,5/18/2012,2012,10:00:00,10:15:00,Takatz,JE,,,,Overcast,Rain,No Wind,0,0,0,,0,0,0,2,0,0,0,0,0,,0,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,2 people working on net pens,MS,Not ENTERED,,,
1377,,,5/19/2012,5/18/2012,2012,15:00:00,15:15:00,Takatz,JE,,,,Overcast,None,No Wind,0,0,0,,0,2,0,5,1,1,0,0,0,,0,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,2 people working on net pens,MS,Not ENTERED,,,
1378,,,5/20/2012,5/19/2012,2012,10:00:00,10:15:00,Takatz,JE,,,,Overcast,Rain,No Wind,0,0,0,,0,0,0,0,1,0,0,0,0,,0,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,2 people working on net pens,MS,Not ENTERED,,,
1379,,,5/20/2012,5/19/2012,2012,15:00:00,15:15:00,Takatz,JE,,,,Overcast,Fog,No Wind,0,0,0,,0,0,0,5,1,1,0,0,0,,0,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,2 people working on net pens,MS,Not ENTERED,,,
1380,,,5/21/2012,5/20/2012,2012,10:00:00,10:15:00,Takatz,JE,,,,Overcast,Rain,No Wind,0,0,0,,0,0,0,2,1,1,0,0,0,,0,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,2 people working on net pens,MS,Not ENTERED,,,
1381,,,5/21/2012,5/20/2012,2012,15:00:00,15:15:00,Takatz,JE,,,,Overcast,Rain,No Wind,0,0,0,,0,0,0,3,1,1,0,0,0,,0,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,2 people working on net pens,MS,Not ENTERED,,,
1382,,,5/22/2012,5/21/2012,2012,10:00:00,10:15:00,Takatz,JE,,,,Overcast,Rain,No Wind,0,0,0,,0,0,0,4,1,2,2,0,0,,0,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,2 people working on net pens,MS,Not ENTERED,,,
1383,,,5/22/2012,5/21/2012,2012,15:00:00,15:15:00,Takatz,Not Noted,,,,Partly Cloudy,None,Breezy,0,0,0,,0,0,0,2,1,1,0,0,0,,0,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,2 people working on net pens,MS,Not ENTERED,,,Schools of salmon and rockfish fry
1384,,,5/23/2012,5/22/2012,2012,10:00:00,10:15:00,Takatz,BP,,,,Overcast,Rain,No Wind,0,1,0,,0,0,0,2,1,2,0,0,0,,1,0,1,0,No Whales,No Barrier,0,,0,,,,,,,,,Fish feeding,MS,Not ENTERED,,,
1385,,,5/23/2012,5/22/2012,2012,15:00:00,15:15:00,Takatz,BP,,,,Partly Cloudy,None,No Wind,0,1,0,,1,0,0,0,0,0,0,0,0,,0,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,Feeding fish,MS,Not ENTERED,,,Released fish
1386,,,5/24/2012,5/23/2012,2012,10:00:00,10:15:00,Takatz,JW,y,,,Sunny,None,No Wind,0,2,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,Feeding fish,MS,Not ENTERED,,,released fish
1387,,,5/24/2012,5/23/2012,2012,15:00:00,15:15:00,Takatz,JW,y,,,Sunny,None,Breezy,0,2,0,,2,0,0,0,0,0,0,0,0,,0,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,feeding fish,MS,Not ENTERED,,,released fry
1388,,,5/25/2012,5/24/2012,2012,10:00:00,10:15:00,Takatz,JE,y,,y,Overcast,Rain,No Wind,0,1,0,,0,2,0,3,1,2,0,0,0,,0,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,Trickle release one pen,2 people working on net pens,MS,Not ENTERED,,,Salmon fry
1389,,,5/25/2012,5/24/2012,2012,15:00:00,15:15:00,Takatz,JE,y,,y,Overcast,Rain,No Wind,0,1,0,,0,2,0,4,1,2,0,0,0,,0,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,Trickle release 2 pens,2 people working on net pens,MS,Not ENTERED,,,salmon fry
1390,,,5/26/2012,5/25/2012,2012,15:00:00,15:15:00,Takatz,JE,y,,y,Overcast,Rain,No Wind,0,1,0,,0,1,0,3,2,0,0,0,0,,0,0,0,0,No Whales,No Barrier,0,,0,,8:30:00 PM,11:30:00 PM,observer no longer in area,No,No,,,2 people working on pens,MS,Not ENTERED,,,salmon fry
1391,,,5/26/2012,5/25/2012,2012,10:00:00,10:15:00,Takatz,JE,y,,y,Overcast,Rain,No Wind,0,1,0,,0,2,0,4,1,2,0,0,0,,0,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,Trickle release 2 pens,2 people working on net pens,MS,Not ENTERED,,,fry - salmon and other
1392,,,5/27/2012,5/26/2012,2012,10:00:00,10:15:00,Takatz,JE,,,y,Partly Cloudy,None,Breezy,0,1,0,,0,2,0,2,0,0,0,0,0,,1,1,0,0,Breathing at surface & diving,Shoreline,2,,0,,6:30:00,20:00:00,whales no longer in area,No,Yes,90,,2 people working on net pens,MS,Not ENTERED,,,
1393,,,5/27/2012,5/26/2012,2012,15:00:00,15:15:00,Takatz,JE,,,y,Overcast,None,Breezy,0,0,0,,0,2,0,4,1,0,0,0,0,,0,0,0,1,Breathing at surface & diving,Net Pens,1,,0,,6:30:00,20:00:00,whales no longer in area,No,Yes,,"Stopped releasing - holding fry, hoping whales will leave.",2 people working on net pens,MS,Not ENTERED,,,
1394,,,5/28/2012,5/27/2012,2012,10:00:00,10:15:00,Takatz,JE,,,,Overcast,Rain,Breezy,0,1,0,,0,0,0,3,2,0,0,0,0,,0,0,0,0,Breathing at surface & diving,Shoreline,3,,0,,6:30:00,20:00:00,whales no longer in area,No,Yes,210,Whales left for a while,2 people working on net pens,MS,Not ENTERED,,,salmon fry
1395,,,5/28/2012,5/27/2012,2012,15:00:00,15:15:00,Takatz,JE,,,,Overcast,Rain,Breezy,0,1,0,,0,1,0,5,1,0,0,0,0,,0,0,0,0,Sleeping/logging,Bubbles,1,,0,,14:00:00,22:30:00,Observer no longer in area,No,Yes,510,Whales left…for a while,2 people feeding on net pens,MS,Not ENTERED,,,salmon fry
1396,,,5/29/2012,5/28/2012,2012,10:00:00,10:15:00,Takatz,JE,,,,Overcast,Rain,Breezy,0,0,0,,0,0,0,2,0,0,0,0,0,,0,0,0,0,Breathing at surface & diving,Shoreline,1,,0,,6:00:00,22:30:00,Observer No longer in area,No,Yes,,,2 people working on net pens,MS,Not ENTERED,,,salmon fry
1397,,,5/29/2012,5/28/2012,2012,15:00:00,15:15:00,Takatz,JE,,,,Overcast,Rain,No Wind,0,2,0,,0,1,0,6,0,0,0,0,0,,0,0,0,0,Breathing at surface & diving,Bubbles,3,,0,,6:00:00,22:30:00,Oberver No longer in area,No,Yes,,"Mom and calf were observed from 3-3:15, then they left. Large whale still present in LAS",2 people working on net pens,Not ENTERED,Not ENTERED,,,
1398,,,5/30/2012,5/29/2012,2012,18:00:00,18:15:00,Takatz,BP,,,,Overcast,Rain,Breezy,0,3,0,,1,0,0,2,1,0,0,0,0,,1,0,0,0,Breathing at surface & diving,Net Pens,1,,0,,18:00:00,18:20:00,Whales no longer in area,No,No,20,Whale circled between shoreline and netpens and then surged into area circled (feeding). Did this 3 or 4 times then left.,Fish feeding/releasing fish,MS,Not ENTERED,,,
1399,,,5/31/2012,5/30/2012,2012,15:00:00,15:15:00,Takatz,BP,y,,,Partly Cloudy,None,Breezy,0,5,0,,1,0,0,0,0,0,0,0,0,,1,2,0,0,Breathing at surface & diving,Shoreline,1,,0,,18:20:00,18:50:00,Whales no longer in area,No,No,30,"Whale observed surfacing te shoreline around the bay and in front of net pens, 30 min. Bubble feeding, trickle release",Feeding fish/fish release,MS,Not ENTERED,,,
1400,,,6/1/2012,5/31/2012,2012,10:00:00,10:15:00,Takatz,BP,,,y,Partly Cloudy,None,No Wind,0,4,0,,1,0,0,2,1,2,0,0,0,,1,2,0,0,Breathing at surface & diving,Bubbles,2,,0,,7:00:00,8:15:00,whales no longer in area,No,No,75,"Trickle release stopped at 13:00
2 whales bubble feeding for 25 min, then left
Noticed surfacing a coup time 10ish in bay",Fish feeding/fish release,MS,Not ENTERED,,,
1401,,,6/1/2012,5/31/2012,2012,15:00:00,15:15:00,Takatz,BP,,,y,Partly Cloudy,None,No Wind,0,2,0,,1,0,0,0,0,0,0,0,0,,1,1,0,0,Breathing at surface & diving,Shoreline,2,,0,,13:00:00,13:30:00,whales no longer in area,No,No,30,"2 whales bubble feeding for 1/2 hour
trickle release stopped at 1:00pm","fish feeding, stopped releasing",MS,Not ENTERED,,,
1402,,,6/2/2012,6/1/2012,2012,10:00:00,10:15:00,Takatz,JE,y,,,Partly Cloudy,None,Breezy,0,2,0,,0,0,0,2,1,0,0,0,0,,0,0,0,0,Not noted,Not noted,1,,0,,9:00:00,12:00:00,Whales no longer in area,No,Yes,180,,2 people working on net pens,MS,Not ENTERED,,,chum fry
1403,,,6/2/2012,6/1/2012,2012,15:00:00,15:15:00,Takatz,JE,y,,,Partly Cloudy,None,Breezy,0,2,0,,0,0,0,3,2,0,0,0,0,,0,0,0,0,Other (describe in comments),Rip Tide,1,,0,,9:00:00,12:00:00,Not Entered,No,Yes,180,"Trickle release one pen while whale was not in bay.
Whale coming and going out of bay during observed time.",2 people working on net pens,MS,Not ENTERED,,,chum fry
1404,,,6/3/2012,6/2/2012,2012,10:00:00,10:15:00,Takatz,JE,,,y,Partly Cloudy,None,No Wind,0,2,0,,0,0,0,0,1,0,0,0,0,,0,0,0,0,Breathing at surface & diving,Shoreline,1,,0,,11:00:00,,Not Entered,No,Unknown,,,2 people working on net pens,MS,Not ENTERED,,,chum fry
1405,,,6/3/2012,6/2/2012,2012,15:00:00,15:15:00,Takatz,JE,,,y,Sunny,None,Breezy,0,2,0,,0,0,0,0,0,0,0,0,0,,0,0,0,1,Not noted,Not noted,1,,0,,11:00:00,,Not Entered,No,Unknown,,,1 person working on net pens,MS,Not ENTERED,,,chum fry
1406,,,6/4/2012,6/3/2012,2012,10:00:00,10:15:00,Takatz,JE,,,,Sunny,None,No Wind,0,0,0,,0,0,0,0,1,0,0,0,0,,0,0,0,0,Breathing at surface & diving,Shoreline,1,,0,,13:00:00,18:30:00,Whales no longer in area,No,Yes,330,tail slaps towards shore,2 people working on net pens,MS,Not ENTERED,,,
1407,,,6/4/2012,6/3/2012,2012,15:00:00,15:15:00,Takatz,JE,,,,Sunny,None,No Wind,0,1,0,,0,0,0,0,2,0,0,0,0,,0,0,0,0,Breathing at surface & diving,Rip Tide,1,,0,,13:00:00,18:30:00,Whales no longer in area,No,No,330,,2 people working on net pens,MS,Not ENTERED,,,chum fry
1408,,,6/5/2012,6/4/2012,2012,10:00:00,10:15:00,Takatz,JE,,,,Partly Cloudy,None,No Wind,0,0,0,,0,0,0,0,2,0,0,0,0,,0,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,2 people working on net pens,MS,Not ENTERED,,,
1409,,,6/5/2012,6/4/2012,2012,15:00:00,15:15:00,Takatz,JE,,,,Partly Cloudy,None,Breezy,0,1,0,,0,0,0,0,2,0,0,0,0,,0,0,0,0,Breathing at surface & diving,Shoreline,1,,0,,15:15:00,16:30:00,Whales no longer in area,Yes,Yes,75,,2 people on net pens,MS,Not ENTERED,,,
1410,,,6/6/2012,6/5/2012,2012,10:00:00,10:15:00,Takatz,JE,,,,Partly Cloudy,None,No Wind,0,1,0,,0,0,0,0,1,0,0,0,0,,0,0,0,1,No Whales,No Barrier,0,,0,,,,,,,,,2 people working on net pens,MS,Not ENTERED,,,
1411,,,6/6/2012,6/5/2012,2012,15:00:00,15:15:00,Takatz,JE,,,,Sunny,None,No Wind,0,0,0,,0,0,0,2,3,3,0,0,0,,1,0,0,0,Breathing at surface & diving,Bubbles,0,,1,,20:00:00,21:00:00,Observer no longer in area,No,No,60,,fish feeding,MS,Not ENTERED,,,
1412,,,6/7/2012,6/6/2012,2012,10:00:00,10:15:00,Takatz,BP,,,,Partly Cloudy,None,No Wind,0,1,0,,0,0,0,0,4,6,0,0,0,,1,0,0,0,Breathing at surface & diving,Bubbles,0,,1,,9:45:00,12:00:00,Observer no longer in area,No,Yes,135,Whale feeding on north shoreline (bubble),fish feeding,MS,Not ENTERED,,,
1413,,,6/7/2012,6/6/2012,2012,15:00:00,15:15:00,Takatz,BP,,,,Overcast,Rain,No Wind,0,0,0,,0,0,0,2,1,2,0,0,0,,1,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,fish feeding,MS,Not ENTERED,,,
1414,,,6/8/2012,6/7/2012,2012,10:00:00,10:15:00,Takatz,BP,,,,Overcast,Rain,No Wind,0,1,0,,0,0,0,2,1,2,0,0,0,,1,1,0,0,Breathing at surface & diving,Shoreline,1,,0,,8:30:00,8:45:00,Whales no longer in area,No,No,15,,fish feeding,MS,Not ENTERED,,,
1415,,,6/8/2012,6/7/2012,2012,15:00:00,15:15:00,Takatz,BP,,,,Partly Cloudy,None,No Wind,0,2,0,,0,0,0,2,1,2,0,0,0,,1,1,0,0,No Whales,No Barrier,0,,0,,,,,,,,,,MS,Not ENTERED,,,
1416,,,6/9/2012,6/8/2012,2012,10:00:00,10:15:00,Takatz,JE,y,,,Sunny,None,No Wind,0,1,0,,0,0,0,0,1,0,0,0,0,,1,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,trickle releasing one pen,3 people working on net pens,MS,Not ENTERED,,,
1417,,,6/9/2012,6/8/2012,2012,15:00:00,15:15:00,Takatz,JE,y,,,Sunny,None,No Wind,0,1,0,,0,0,0,0,2,0,0,0,0,,1,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,trickle releasing one pen,3 people working on net pens,MS,Not ENTERED,,,
1418,,,6/10/2012,6/9/2012,2012,15:00:00,15:15:00,Takatz,JE,y,,y,Overcast,Rain,Breezy,0,1,0,,0,0,0,0,1,0,0,0,0,,0,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,trickle releasing one pen,2 people working at net pens,MS,Not ENTERED,,,
1419,,,6/10/2012,6/9/2012,2012,10:00:00,10:15:00,Takatz,JE,y,,y,Overcast,Rain,Windy,0,1,0,,0,0,0,0,1,0,0,0,0,,1,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,trickle releasing one net pen,3 people working on net pens,MS,Not ENTERED,,,
1542,,,4/19/2013,,2013,14:30:00,14:45:00,Takatz,tb,,,,Sunny,None,Breezy,0,0,0,,0,0,0,2,1,0,0,0,0,,0,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,not noted,2 people on net pens,emc,Not ENTERED,,,herring
1577,,,4/19/2013,,2013,10:30:00,10:45:00,Takatz,bb,,,,Sunny,None,Breezy,0,0,0,,0,0,0,12,1,20,0,0,0,,0,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,not noted,2 people on net pens,emc,Not ENTERED,,,herring
1543,,,4/20/2013,,2013,10:30:00,10:45:00,Takatz,tb,,,,Sunny,None,Breezy,0,0,0,,0,0,0,24,0,0,0,0,0,,0,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,not noted,2 people on net pens,emc,Not ENTERED,,,"herring, chum morts"
1578,,,4/20/2013,,2013,14:30:00,14:45:00,Takatz,tb,,,,Sunny,None,Breezy,0,0,0,,0,0,0,30,0,0,0,0,0,,0,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,not noted,2 people on net pens,emc,Not ENTERED,,,herring
1544,,,4/21/2013,,2013,14:30:00,14:45:00,Takatz,tb,,,,Sunny,None,Breezy,0,0,0,,0,0,0,3,0,0,0,0,0,,0,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,not noted,2 people on net pens,emc,Not ENTERED,,,herring
1579,,,4/21/2013,,2013,10:30:00,10:45:00,Takatz,tb,,,,Sunny,None,Breezy,0,0,0,,0,0,0,11,0,4,0,0,0,,0,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,not noted,2 people on net pens,emc,Not ENTERED,,,herring
1545,,,4/22/2013,,2013,14:30:00,14:45:00,Takatz,tb,,,,Partly Cloudy,None,Breezy,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,not noted,2 people on net pens,emc,Not ENTERED,,,herring
1580,,,4/22/2013,,2013,10:30:00,10:45:00,Takatz,tb,,,,Partly Cloudy,None,Breezy,0,0,0,,0,0,0,12,0,2,0,0,0,,0,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,not noted,2 people on net pens,emc,Not ENTERED,,,herring
1546,,,4/23/2013,,2013,10:30:00,10:45:00,Takatz,tb,,,,Partly Cloudy,None,Breezy,0,0,0,,0,0,0,8,0,0,0,0,0,,0,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,not noted,2 people on net pens,tb,Not ENTERED,,,herring
1581,,,4/23/2013,,2013,14:30:00,14:45:00,Takatz,tb,,,,Not Noted,Not Noted,Not Noted,0,0,0,,0,0,0,0,0,3,0,0,0,,0,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,not noted,2 people on net pens,emc,Not ENTERED,,,herring
1547,,,4/24/2013,,2013,14:30:00,14:45:00,Takatz,Not Noted,,,,Sunny,None,No Wind,0,0,0,,0,0,0,4,0,0,0,0,0,,1,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,not noted,feeding pens 2 people,emc,Not ENTERED,,,herring
1582,,,4/24/2013,,2013,10:30:00,10:45:00,Takatz,aa,,,,Partly Cloudy,None,No Wind,0,2,0,,0,0,0,3,0,8,0,0,0,,1,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,none,2 people feeding,emc,Not ENTERED,,,herring
1548,,,4/25/2013,,2013,14:30:00,14:45:00,Takatz,aa,,,,Overcast,Rain,Breezy,0,0,0,,0,0,0,2,0,0,0,0,0,,1,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,none,2 people feeding,emc,Not ENTERED,,,herring
1583,,,4/25/2013,,2013,10:30:00,10:45:00,Takatz,aa,,,,Partly Cloudy,Rain,No Wind,0,0,0,,0,0,0,12,0,0,0,0,0,,1,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,none,2 people feeding,emc,Not ENTERED,,,herring
